Below,Topics,Alpha,Beta,Coherence
5,6,0.9099999999999999,0.9099999999999999,-3.051507529176037
5,7,0.01,0.01,-2.989383112225768
5,7,0.01,0.31,-2.997561544197026
5,7,0.01,0.61,-2.981352839400207
5,7,0.01,0.9099999999999999,-2.9081109860027934
5,7,0.31,0.01,-3.533541316841092
5,7,0.31,0.31,-3.3776213403560833
5,7,0.31,0.61,-3.314082474042233
5,7,0.31,0.9099999999999999,-3.453782226734043
5,7,0.61,0.01,-3.2198663144212647
5,7,0.61,0.31,-3.2060292795451026
5,7,0.61,0.61,-3.1971662743911913
5,7,0.61,0.9099999999999999,-3.138428023719434
5,7,0.9099999999999999,0.01,-3.169068639326663
5,7,0.9099999999999999,0.31,-3.0913060414666274
5,7,0.9099999999999999,0.61,-3.1089248535502656
5,7,0.9099999999999999,0.9099999999999999,-3.122825501732391
5,8,0.01,0.01,-2.9814551934354907
5,8,0.01,0.31,-3.0078666570699313
5,8,0.01,0.61,-3.00277654554629
5,8,0.01,0.9099999999999999,-3.0362204661702514
5,8,0.31,0.01,-3.4390665971146492
5,8,0.31,0.31,-3.294476598664281
5,8,0.31,0.61,-3.453607902384059
5,8,0.31,0.9099999999999999,-3.4119566740727376
5,8,0.61,0.01,-3.255114777382116
5,8,0.61,0.31,-3.21003019799008
5,8,0.61,0.61,-3.2168956307874623
5,8,0.61,0.9099999999999999,-3.2169707795380935
5,8,0.9099999999999999,0.01,-3.1132965200025864
5,8,0.9099999999999999,0.31,-3.06979239783324
5,8,0.9099999999999999,0.61,-2.932979956214373
5,8,0.9099999999999999,0.9099999999999999,-2.965068233719797
5,9,0.01,0.01,-3.1395864276620804
5,9,0.01,0.31,-3.233532888582007
5,9,0.01,0.61,-3.3259807360218736
5,9,0.01,0.9099999999999999,-3.2375510868935735
5,9,0.31,0.01,-3.6251565722289154
5,9,0.31,0.31,-3.593285781908231
5,9,0.31,0.61,-3.5310469980433186
5,9,0.31,0.9099999999999999,-3.588149848697186
5,9,0.61,0.01,-3.2182520076366674
5,9,0.61,0.31,-3.1604623692242635
5,9,0.61,0.61,-3.212850130196328
5,9,0.61,0.9099999999999999,-3.2921607184432284
5,9,0.9099999999999999,0.01,-3.0494233899690637
5,9,0.9099999999999999,0.31,-2.988967287242211
5,9,0.9099999999999999,0.61,-2.897536163599271
5,9,0.9099999999999999,0.9099999999999999,-2.8342004253269604
