Below,Topics,Alpha,Beta,Coherence
3,5,0.9099999999999999,0.31,-3.3145487211759637
3,5,0.9099999999999999,0.61,-3.3048437292382715
3,5,0.9099999999999999,0.9099999999999999,-3.3766595699377957
3,6,0.01,0.01,-3.328666853546921
3,6,0.01,0.31,-3.5164943340133075
3,6,0.01,0.61,-3.4422319931825562
3,6,0.01,0.9099999999999999,-3.4191597505838978
3,6,0.31,0.01,-3.320033456541261
3,6,0.31,0.31,-3.378469854077178
3,6,0.31,0.61,-3.2724128137994755
3,6,0.31,0.9099999999999999,-3.3562411627290523
3,6,0.61,0.01,-3.504513845093293
3,6,0.61,0.31,-3.407640610685839
3,6,0.61,0.61,-3.6098073931714048
3,6,0.61,0.9099999999999999,-3.559364744511353
3,6,0.9099999999999999,0.01,-3.319515793698097
3,6,0.9099999999999999,0.31,-3.4585945457443583
3,6,0.9099999999999999,0.61,-3.4991802254887894
3,6,0.9099999999999999,0.9099999999999999,-3.5785807659206754
3,7,0.01,0.01,-3.438210303499209
3,7,0.01,0.31,-3.5154359306300536
3,7,0.01,0.61,-3.4908031812566285
3,7,0.01,0.9099999999999999,-3.4373010767162606
3,7,0.31,0.01,-3.8524615381785723
3,7,0.31,0.31,-3.4798183256566064
3,7,0.31,0.61,-3.3830156097675395
3,7,0.31,0.9099999999999999,-4.006002871419965
3,7,0.61,0.01,-3.727705050777525
3,7,0.61,0.31,-3.5540939599014973
3,7,0.61,0.61,-3.639798104162049
3,7,0.61,0.9099999999999999,-3.9396477414215147
3,7,0.9099999999999999,0.01,-3.7524871113226204
3,7,0.9099999999999999,0.31,-3.6885445476604244
3,7,0.9099999999999999,0.61,-3.84571826745256
3,7,0.9099999999999999,0.9099999999999999,-3.811613911369407
3,8,0.01,0.01,-3.5255362149306526
3,8,0.01,0.31,-3.473480486955203
3,8,0.01,0.61,-3.6387485051499704
3,8,0.01,0.9099999999999999,-3.806308902495849
3,8,0.31,0.01,-4.039663194291945
3,8,0.31,0.31,-4.0722373065194795
3,8,0.31,0.61,-4.293817784784707
3,8,0.31,0.9099999999999999,-4.510585302052596
3,8,0.61,0.01,-4.012643379563496
3,8,0.61,0.31,-3.9666107244822246
3,8,0.61,0.61,-4.215230398728839
3,8,0.61,0.9099999999999999,-4.323353218447446
3,8,0.9099999999999999,0.01,-3.6924009971399165
3,8,0.9099999999999999,0.31,-3.697595964596358
3,8,0.9099999999999999,0.61,-3.7448046576536647
3,8,0.9099999999999999,0.9099999999999999,-3.749142961001122
3,9,0.01,0.01,-3.4663884217762955
